Site No,Site Name,Street Address,"City, State Zip",County,Enf. Issue,Resolved Date,Violation(SNC) Date
144965,801 N. Long Cove Road,801 N. Long Cove Road,"Glen Burnie,MD,21060",Anne Arundel,Environmental/Health Impact,01/26/2017,08/27/2014
145003,North Branch Muddy Creek - Regenerative Stream Channel Project,"Old Muddy Creek Rd, 38.896010 -76.561007","Edgewater,MD,21037",Anne Arundel,Environmental/Health Impact,12/14/2020,06/19/2017
145003,North Branch Muddy Creek - Regenerative Stream Channel Project,"Old Muddy Creek Rd, 38.896010 -76.561007","Edgewater,MD,21037",Anne Arundel,,,
145066,UMUC(UMCP Renovation of the Edward St. John Learning & Teaching Center),"0600 Service Building , Department of Architecture, Engineering and Construction, Edward St. John Learning Center","College Park,MD,20740",Prince George's,Environmental/Health Impact,09/11/2015,06/18/2015
145071,Thur,478 White Cedar lane,"Severna Park,MD,21146",Anne Arundel,Environmental/Health Impact,12/16/2014,09/09/2014
145207,"Langley, Hazel/43063 Hugh Drive Hollywood MD",43063 Hugh Dr,"Hollywood,MD,20636",St. Mary's,Environmental/Health Impact,01/30/2015,09/30/2014
145245,Ritchie Road Water Main Break,3100 Ritchie Road,"District Heights,MD,20747",Prince George's,Environmental/Health Impact,08/29/2016,09/25/2014
145258,Genesis Healthcare Facility,"251 Ballenger Center Dr, Genesis Healthcare","Frederick,MD,21703",Frederick,Environmental/Health Impact,02/24/2015,11/13/2014
145265,Centre at Salisbury Mall,2300 N Salisbury Blvd,"Salisbury,MD,21801",Wicomico,Environmental/Health Impact,03/04/2015,07/18/2014
145335,Hess Property at Kingston Lane and Rt. 413,Routes 413 & Kingston Lane,"Princess Anne,MD,21853",Somerset,Environmental/Health Impact,11/19/2015,09/29/2014
145393,"Harris Bus & Terminal Service, Inc.",10245 Bird River Rd,"Middle River,MD,21220",Baltimore,Environmental/Health Impact,11/24/2015,10/30/2014
145413,Ritchie Property,"2411 Station Rd, Paul & Caroline Richie","Middletown,MD,21769",Frederick,Environmental/Health Impact,05/03/2018,10/09/2014
145415,Pank Property,"10546 Harp Rd, Pank Farm LLC","Walkersville,MD,21793",Frederick,Environmental/Health Impact,12/11/2015,06/09/2015
145421,Andrew Kostyn,859 Spriggs Road,"Arnold,MD,21012",Anne Arundel,Environmental/Health Impact,02/11/2015,10/20/2014
145437,Joint Base Andrews-Naval Air Facility,"Airfield, North Perimeter Rd","Andrews Air Force Base,MD,20762",Prince George's,Environmental/Health Impact,11/05/2018,06/01/2018
145733,Frostburg Supply Dam,"19400 National Hwy, NW","Frostburg,MD,21532",Allegany,Environmental/Health Impact,10/23/2015,06/24/2015
145784,James McIntyre Property,8811 Courthouse Hill Road,"Pocomoke City,MD,21851",Worcester,Environmental/Health Impact,05/08/2014,06/26/2009
145871,Command Technology,7604 Energy Pkwy,"Curtis Bay,MD,21226",Anne Arundel,Environmental/Health Impact,,03/08/2018
145871,Command Technology,7604 Energy Pkwy,"Curtis Bay,MD,21226",Anne Arundel,Environmental/Health Impact,08/27/2015,06/01/2015
145901,Wynfall Avenue,wynfall ave,"Crisfield,MD,21817",Somerset,Environmental/Health Impact,04/21/2016,01/28/2015
145993,Burdick Hall Expansion,"Union Ave, 39.394693 -76.612176","Towson,MD,21204",Baltimore,Environmental/Health Impact,07/14/2016,12/11/2015
146012,1608 Randallwood Court,1608 Randallwood Court,"Jarrettsville,MD,21084",Harford,Environmental/Health Impact,10/02/2017,12/23/2015
146019,Shorb Property,13217 Creagerstown Rd,"Thurmont,MD,21788-2230",Frederick,Environmental/Health Impact,,01/01/2015
146025,"Maryland Portable Restrooms, Inc.",10515 Harford Rd,"Glen Arm,MD,21057",Baltimore,,11/15/2019,05/01/2017
146051,"3660 Prospect Road, Belair",3660 Prospect Road,"Bel Air,MD,21015",Harford,Environmental/Health Impact,02/12/2018,01/23/2015
146083,Delmarva Power and Light Co-Kenny Substation,6209 Public Landing Road,"Snow Hill,MD,21863",Worcester,Environmental/Health Impact,02/25/2016,12/03/2014
146116,Buildings 7 and 9 Demolition,39.000476 -77.102593,"Bethesda,MD,20814",Montgomery,Environmental/Health Impact,05/26/2017,04/25/2017
146118,Upgrades to Substation Building #1870,38.820323 -76.883795,"Andrews Air Force Base,MD,20762",Prince George's,Environmental/Health Impact,,12/04/2019
146193,MPA - Hawkins Point Landfill Area 5 Cap Replacement,39.210509 -76.552105,"Baltimore,MD,21226",Baltimore,Environmental/Health Impact,01/12/2016,08/14/2015
146223,Aspen Rd. & Amaranth Rd.,"Aspen Rd-Aster Rd-AmaranthRd, 38.508785, -76.509158","Port Republic,MD,20676",Calvert,Environmental/Health Impact,04/03/2015,01/14/2015
146252,"Agricopia Sections 8,9, condo 2 end of Llano Dr., La Plata","Agricopia Sec8,9, condo 2, end of Llano Dr.","La Plata,MD,20646",Charles,Environmental/Health Impact,06/04/2015,01/26/2015
146260,Vincent DiLeonardi,2331 Turkey Point Rd,"Essex,MD,21221",Baltimore,Environmental/Health Impact,03/08/2018,03/31/2015
146260,Vincent DiLeonardi,2331 Turkey Point Rd,"Essex,MD,21221",Baltimore,Environmental/Health Impact,05/08/2018,03/31/2015
146293,Corriganville VFD Equipment Building,Beachview Drive,"Corriganville,MD,21524",Allegany,Environmental/Health Impact,08/30/2017,01/27/2015
146307,1301 Cabin Branch Storm Drain Discharge,1301 Cabin Branch Drive,"Hyattsville,MD,20785",Prince George's,Environmental/Health Impact,04/23/2018,05/05/2015
146313,Blue Heron Estates,2874 Glen Isle Road,"Riva,MD,21140",Anne Arundel,Environmental/Health Impact,06/04/2015,02/05/2015
146332,"Driftwood Beach, Beach Dr, Lusby",Beach Dr.,"Lusby,MD,20657",Calvert,Environmental/Health Impact,03/19/2015,01/27/2015
146372,36435 Bethel Church Road,36435 Bethel Church Road,"Mechanicsville,MD,20659",St. Mary's,Environmental/Health Impact,,02/06/2015
146444,Reconstruction of I-695 Roadway From US 1 to MD 7,I-695 Roadway From US 1 to MD 7,"Essex,MD,21221",Baltimore,Environmental/Health Impact,08/05/2015,01/06/2015
146446,"Federal Realty Investment Trust/ Rommel Holdings, INC. t/a Dennys",1995 E. Joppa Road,"Parkville,MD,21234",Baltimore,Environmental/Health Impact,06/16/2015,02/01/2015
146713,Campbell Property,743 S. Camden Avenue,"Fruitland,MD,21826",Wicomico,Environmental/Health Impact,03/21/2016,03/10/2015
146714,East Coast R & R Property,747 S. Camden Avenue,"Fruitland,MD,21826",Wicomico,Environmental/Health Impact,03/21/2015,03/10/2015
146728,Richards Farms Limited Partnership,111 B & B Nursery Ln,"Centreville,MD,21617",Queen Anne's,Environmental/Health Impact,08/15/2019,04/08/2015
146801,Seneca Ridge Apartments,18302 Ashley Court,"Hagerstown,MD,21740",Washington,Environmental/Health Impact,10/23/2017,05/02/2016
146852,Cove Point Rd. & Rt.2/4,Rt. 2/4/ & Cove Point Rd.,"Lusby,MD,20657",Calvert,Environmental/Health Impact,06/26/2015,05/06/2015
147039,BJ's Wholesale Club-Waterside Village,28564 Marlboro Ave,"Easton,MD,21601",Talbot,Environmental/Health Impact,10/02/2015,07/31/2015
147112,Cannery Village,Flower Street,"Berlin,MD,21811",Worcester,,03/13/2017,11/30/2017
147115,D&D Motors Inc,"Rt. 220 McMullen Hwy., at 5520 McMullen Highway","Cumberland,MD,21502",Allegany,Environmental/Health Impact,01/29/2020,09/18/2019
147161,Assure/Exp Chilled Water capacity Industrial Water System(IWS) & Thermal Energy Storage Syst(TESS),38.994965 -77.103061,"Bethesda,MD,20894",Montgomery,Environmental/Health Impact,07/02/2020,04/16/2019
147441,Century Carpet Cleaning Company,Inlet located @ Thunder Island Parking Lot,"Ocean City,MD,21842",Worcester,Environmental/Health Impact,08/04/2015,04/22/2015
147459,Washington College-New Academic Bldg,Washington Ave,"Chestertown,MD,21620",Kent,Environmental/Health Impact,09/28/2015,06/26/2015
147639,Stoltzfus Forest Products Company,135 Moore Rd,"Conowingo,MD,21918",Cecil,Environmental/Health Impact,03/23/2017,06/01/2015
148027,Nabely Family Trust,7410 Jefferson Ave,"Hyattsville,MD,20785",Prince George's,Environmental/Health Impact,11/27/2018,06/01/2018
148027,Nabely Family Trust,7410 Jefferson Ave,"Hyattsville,MD,20785",Prince George's,Environmental/Health Impact,06/01/2018,06/03/2015
148049,Lystra Meadows,10808 Greenspring Ave,"Lutherville Timonium,MD,21093",Baltimore,,08/07/2015,03/18/2015
148051,2016 Brigadier Blvd.,2016 Brigadier Blvd.,"Odenton,MD,21113",Anne Arundel,Environmental/Health Impact,09/03/2015,06/05/2015
148166,Swan Harbor Dell Ltd-36 to 40 Walnut Street,36 to 40 Walnut Street,"Aberdeen,MD,21001",Harford,Environmental/Health Impact,03/26/2018,06/12/2015
148233,Edwin and Charlene Hoover II,116 W Beech Street,"North East,MD,21901",Cecil,Environmental/Health Impact,04/10/2019,06/29/2015
148244,Lakeside estates,4690 Mountain Rd,"Pasadena,MD,21122",Anne Arundel,,09/29/2015,06/26/2015
148244,Lakeside estates,4690 Mountain Rd,"Pasadena,MD,21122",Anne Arundel,Environmental/Health Impact,10/13/2015,06/26/2015
148329,Ashley Apartments,End of Andrew Court,"Laurel,MD,20724",Anne Arundel,Environmental/Health Impact,11/10/2015,08/13/2015
148410,Steak n Shake,8100 Veterans Hwy,"Millersville,MD,21108",Anne Arundel,,05/26/2017,07/14/2015
148496,Chick-fil-A,5501 Urbana Pike,"Frederick,MD,21704",Frederick,Environmental/Health Impact,10/06/2016,11/04/2015
148665,Fiaz Munir (New Construction),1725 Buck Harbor Road,"Pocomoke City,MD,21851",Worcester,Environmental/Health Impact,12/26/2017,07/07/2017
148727,Catonsville District Courthouse (under Costello Construction),1 Rolling Crossroads,"Catonsville,MD,21228",Baltimore,Environmental/Health Impact,06/30/2020,04/30/2018
148801,CR Golf Club LLC,11700 Falls Rd,"Lutherville,MD,21093",Baltimore,Environmental/Health Impact,,02/19/2018
148811,Robert and Michael Martz,21315 Mt. Aetna Road,"Hagerstown,MD,21742",Washington,Environmental/Health Impact,10/21/2019,09/18/2019
148881,2684 Daisy Road wetland work,2684 Daisy Road,"Woodbine,MD,21797",Howard,Environmental/Health Impact,04/26/2016,08/11/2015
149109,Burnopp Property - Bacon Ridge Road,1296 Bacon Ridge Road,"Crownsville,MD,21032",Anne Arundel,Environmental/Health Impact,,08/20/2015
149146,BGE Russett Switching Station to Tipton Substation,"Laurel Fort Meade Rd, 39.093387,-76.783862","Laurel,MD,20724",Anne Arundel,Environmental/Health Impact,09/19/2018,05/04/2018
149238,BA DEPS-Shetland Hills Drive,Shetland Hills Drive,"Lutherville,MD,21093",Baltimore,Environmental/Health Impact,06/22/2017,01/12/2017
149242,7391 Jefferson Ave.,7391 Jefferson Ave.,"Hyattsville,MD,20785",Prince George's,Environmental/Health Impact,11/27/2018,06/01/2018
149337,Keith Beckman,Smouse Road and Pleasant Valley Rds.,"Oakland,MD,21550",Garrett,Environmental/Health Impact,02/15/2016,09/02/2015
149340,Frank Harvey Ruts and Holes,Eagle Rock Road Windmill,"Oakland,MD,21550",Garrett,Environmental/Health Impact,12/30/2015,09/04/2015
149380,160 Arthur King Rd.,160 Arthur King Rd.,"Prince Frederick,MD,20678",Calvert,,02/25/2015,07/02/2015
149566,Annapolis Harbour Center,2472 Solomons Island Rd,"Annapolis,MD,21401",Anne Arundel,Environmental/Health Impact,06/03/2020,03/05/2018
149803,Robert Kline,15509 Smith Road,"Thurmont,MD,21788",Frederick,Environmental/Health Impact,11/30/2017,03/19/2015
149820,New Cole Fieldhouse,4090 Union Dr,"College Park,MD,20742",Prince George's,Environmental/Health Impact,03/29/2019,10/30/2018
149833,Achievement Park,500 CADMUS LN,"Easton,MD,21601-0969",Talbot,,,
149906,Jones Junction,1508 & 1510 Bel Air Road,"Bel Air,MD,21014",Harford,Environmental/Health Impact,04/13/2016,09/29/2015
150128,City of Baltimore Dept. of Transportation - Maintenance Shop Tow Lot,6200 Pulaski Hwy,"Baltimore City,MD,21205",Baltimore City,Environmental/Health Impact,,09/28/2015
150259,16490 Ball Point rd,16490 Ball Point rd,"Piney Point,MD,20674",St. Mary's,Environmental/Health Impact,01/26/2017,11/10/2015
150677,Timothy Hartwell,109 Starboard Ct.,"Grasonville,MD,21638-1278",Queen Anne's,Environmental/Health Impact,08/03/2018,09/25/2015
150697,Eagle Recycling,510 West Road,"Salisbury,MD,21801",Wicomico,Environmental/Health Impact,03/04/2019,12/07/2015
150711,"Angel's Legacy, LLC",29181 Waller Road,"Delmar,MD,21875",Wicomico,Environmental/Health Impact,07/18/2017,05/17/2017
150735,Dollar General Leonardtown,40625 Eddie Nelson rd,"Leonardtown,MD,20650",St. Mary's,Environmental/Health Impact,01/04/2016,10/21/2015
150851,Potomac Edison New Market,between 144 and 70 ramp,"New Market,MD,21774",Frederick,Environmental/Health Impact,03/21/2016,11/19/2015
150933,Town of Indian Head SSOs,multiple locations,"Indian Head,MD,20640",Charles,Environmental/Health Impact,11/06/2015,11/02/2015
150960,End of Oak Crest ln Oak Crest PUD,"end of Oak Crest ln, Oak Crest PUD","Hollywood,MD,20636",St. Mary's,Environmental/Health Impact,04/01/2016,12/03/2015
150992,Sewer Main Overflow at 13200 Deerfield Road Laurel,13200 Deerfield Rd,"Laurel,MD,20708",Prince George's,Environmental/Health Impact,11/12/2019,12/06/2015
151016,Anne Arundel County DPW Mayo WRF ENR FM South River Project,Loch Haven Drive & Bay View Point Drive,"Edgewater,MD,21037",Anne Arundel,Environmental/Health Impact,08/01/2017,12/11/2015
151095,Avalonbay At Andersons Corner 13-NT-0247/MDRCQ01IX,"SOUTH SIDE OF VAN DUSEN ROAD, BETWEEN VIRGINIA MANOR RD, AND CONTEE ROAD","Laurel,MD,20707",Prince George's,Environmental/Health Impact,02/01/2017,12/18/2015
151143,Agricopia Section 6B Lot 180,124 Wheatfield Drive,"La Plata,MD,20646",Charles,Environmental/Health Impact,03/30/2016,12/22/2015
151165,16724 Three Notch rd,"16724 Three Notch rd, end of Territory ln","Dameron,MD,20628",St. Mary's,Environmental/Health Impact,04/05/2016,01/07/2016
151166,Medical Office at East Run,Great Mills rd & Tri communtiy way,"Great Mills,MD,20634",St. Mary's,,04/05/2016,12/23/2015
151191,World Recycling Company,2740 Wilmarco Avenue,"Baltimore,MD,21223",Baltimore City,Environmental/Health Impact,03/10/2018,01/15/2016
151297,Culvert Bridge at 12950 Molly Berry,12950 Molly Berry Road,"Upper Marlboro,MD,20772",Prince George's,Environmental/Health Impact,,07/07/2017
151382,Peter Cooper,416 Cove Road,"Queenstown,MD,21658",Queen Anne's,Environmental/Health Impact,11/17/2020,01/12/2016
151756,"Matts Cafe-Sushi, Chinese, and Thai Food",9832 York Road,"Cockeysville,MD,21030",Baltimore,Environmental/Health Impact,01/04/2017,03/01/2016
152053,CW Transport LLC,1005 Caroline Dr,"Federalsburg,MD,21632",Caroline,Environmental/Health Impact,11/28/2018,03/22/2018
152154,Principio Business Park,N side of Pulaski Hwy (US Rte 40) and the W side of Belvidere Rd,"Perryville,MD,21903",Cecil,Environmental/Health Impact,05/13/2020,08/05/2019
152406,Royal Farms Store #178 / Arby's,10633 Ocean Gateway,"Berlin,MD,21811",Worcester,Environmental/Health Impact,03/30/2017,03/17/2017
152542,Kwang Seok Chun (New Construction),35336 Wango Rd,"Pittsville,MD,21850",Wicomico,Environmental/Health Impact,08/06/2018,01/23/2018
152625,B2P Sports Complex,6605 Morris Road,"Pittsville,MD,21850",Wicomico,Environmental/Health Impact,08/18/2017,05/23/2016
152762,St Lukes Episcopal Church,1101 Bay Ridge Ave,"Annapolis,MD,21403",Anne Arundel,Environmental/Health Impact,06/03/2019,10/12/2018
152916,PAF16-2443,20498 Riverview Dr,"Coltons Point,MD,20626",St. Mary's,Environmental/Health Impact,04/23/2018,09/14/2016
153104,Clearview Acres LLC,12111 St. Paul Rd,"Clear Spring,MD,21722",Washington,Environmental/Health Impact,10/28/2019,06/10/2016
153107,DC General Services / 3201 Oak Hill Drive,3201 Oak Hill Drive,"Laurel,MD,20724",Anne Arundel,Environmental/Health Impact,04/06/2017,08/02/2016
153112,City of Rockville DPW,111 Maryland Avenue,"Rockville,MD,20850-2364",Montgomery,Environmental/Health Impact,03/22/2017,03/07/2017
153112,City of Rockville DPW,111 Maryland Avenue,"Rockville,MD,20850-2364",Montgomery,Environmental/Health Impact,06/15/2016,05/03/2016
153192,PAF 16-2448/MSI,9255 W & W Industrial Road,"La Plata,MD,20646",Charles,,03/03/2020,06/23/2016
153317,PAF 17-2005 / Fays Bus Service,8229 Waterford Road,"Pasadena,MD,21122",Anne Arundel,Environmental/Health Impact,08/01/2017,07/07/2016
153456,Hogan Realty Partners LLC-Preserve at Long Branch,9515 Baltimore Rd,"Frederick,MD,21701",Frederick,,,
153609,MTA-Purple Line,between Bethesda Station and New Carrolton Station,"Bethesda,MD,20817",Montgomery,Environmental/Health Impact,,06/20/2019
153645,Custer Timber Harvest,"Montana Lane, off Foster Road, Route 219","Oakland,MD,21550",Garrett,Environmental/Health Impact,12/07/2018,04/03/2017
153741,Sutphin Lumber / PAF 17-2015,28540 Thompson Corner Rd.,"Mechanicsville,MD,20659",St. Mary's,,05/22/2019,08/10/2016
153860,Tobias Stoltzfus-PAF17-2027,27463 James Rd,"Mechanicsville,MD,20659",St. Mary's,Environmental/Health Impact,02/21/2019,05/02/2017
154335,Hamilton Park,corner of Hamilton Park Rd and Western Pkwy,"Waldorf,MD,20601",Charles,Environmental/Health Impact,11/06/2017,10/04/2017
154560,Terry and Faye Shields,6100 Ray Norwood Road,"Prince Frederick,MD,20678",Calvert,Environmental/Health Impact,02/12/2018,01/24/2018
154560,Terry and Faye Shields,6100 Ray Norwood Road,"Prince Frederick,MD,20678",Calvert,Environmental/Health Impact,04/19/2018,01/24/2018
154682,Olden Property,19733 Dog Street Road,"Keedysville,MD,21756",Washington,Environmental/Health Impact,,10/07/2016
154884,INJA LLC/Iftikhar Farooqui (New Construction),35113 Wango Road,"Pittsville,MD,21850",Wicomico,Environmental/Health Impact,,01/23/2018
154884,INJA LLC/Iftikhar Farooqui (New Construction),35113 Wango Road,"Pittsville,MD,21850",Wicomico,,,
155131,Coventry Square Apartments/Hunters Crest at The Villages at Aydelotte Farm,Still Meadow Blvd,"Salisbury,MD,21801",Wicomico,Environmental/Health Impact,10/16/2019,01/30/2019
155330,Comfort Inn- Oxon Hill Rd.,6363 Oxon Hill Rd.,"Oxon Hill,MD,20745",Prince George's,Environmental/Health Impact,05/09/2017,12/14/2016
155333,PAF17-2236 1301 Western Run,1301 Western Run Rd,"Cockeysville,MD,21030",Baltimore,Environmental/Health Impact,,12/02/2016
155339,94th St Sunsations,9307 Coastal Highway,"Ocean City,MD,21842",Worcester,Environmental/Health Impact,04/19/2018,12/14/2017
155403,17-2267 / KFC at 69 W. Dares Beach Rd.,69 W. Dares Beach Rd.,"Prince Frederick,MD,20678",Calvert,Environmental/Health Impact,03/11/2019,06/26/2017
155446,Solar Photovoltaic Power Plant Site #4,9101 Old Princess Anne Rd,"Princess Anne,MD,21853",Somerset,Environmental/Health Impact,10/29/2018,09/01/2017
155447,Solar Photovoltaic Power Plant Site #1,10576 Market Lane,"Princess Anne,MD,21853",Somerset,Environmental/Health Impact,10/29/2018,09/01/2017
155448,Solar Photovoltaic Power Plant Site #3,9021 Arden Station Rd,"Princess Anne,MD,21853",Somerset,Environmental/Health Impact,10/29/2018,09/01/2017
155449,Solar Photovoltaic Power Plant Site #6,31912 Dublin Rd,"Princess Anne,MD,21853",Somerset,Environmental/Health Impact,10/29/2018,09/01/2017
155527,S&H Express,11602 Green Valley Road,"Union Bridge,PA,17402-0165",Carroll,Environmental/Health Impact,08/30/2017,01/10/2017
