"","Site.No","Site.Name","Street.Address","City..State.Zip","County","Inspection.Type","Inspection.Date","Permit.No","NPDES.No","Complaint.Tracking.No","Inspection.Reason","Site.Status","Site.Condition","Recommended.Actions","Compliance.Assist.","Latitude","Longitude"
"473",162395,"Erosion & Sediment Control Plan for Walter Reed National Military Medical Center","39.0, -77.1, Uniformed Services University of the Health Sciences, (northeast of Hawkins Ln/Jones Bridge Rd intersection)","Chevy Chase,MD,20815","Montgomery","State_federal SWM","04/14/2020",NA,NA,NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"474",166053,"Building 457 and 458 Office Trailer Replacement","39.4328, -77.431, National Cancer Institute-Bldgs 457 & 458, (SW of Ware Dr and Wood St intersection)","Frederick,MD,21702","Frederick","State_federal SWM","05/27/2020","20SF0023",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"475",159685,"CL DPW-Hollingsworth Road Bridge","Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050","Finksburg,MD,21136","Carroll","Waterway Construction","06/03/2020","19-NT-3027",NA,NA,NA,"Active","Corrective Actions Required","Continue Routine Inspection","N",NA,NA
"476",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","06/25/2020","15-SF-0289","MDRCQF05D",NA,NA,"Active","Corrective Actions Required","Additional Investigation Required","N",NA,NA
"477",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","06/25/2020","15-SF-0289","MDRCQF05D",NA,NA,"Active","Corrective Actions Required","Additional Investigation Required","N",NA,NA
"478",159685,"CL DPW-Hollingsworth Road Bridge","Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050","Finksburg,MD,21136","Carroll","Nontidal Wetlands","07/22/2020","19-NT-3027",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"479",159685,"CL DPW-Hollingsworth Road Bridge","Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050","Finksburg,MD,21136","Carroll","Waterway Construction","07/22/2020","19-NT-3027",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"480",166053,"Building 457 and 458 Office Trailer Replacement","39.4328, -77.431, National Cancer Institute-Bldgs 457 & 458, (SW of Ware Dr and Wood St intersection)","Frederick,MD,21702","Frederick","State_federal SWM","07/23/2020","20SF0023",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"481",151855,"Bolton Hill Lots 10-14 and 48-62","The site is a continuation of Amherst Lane south of the, intersection of Krider's Church Rd and Meadow Branch Rd","Westminster,MD,21158","Carroll","NPDES Construction Activity","08/06/2020",NA,"MDRCG027A",NA,NA,"Complete","Satisfactory/Compliance","Close File","N",NA,NA
"482",164068,"XY55 Temporary Space Sote","38.60, -77.7, Naval Support Facilit-Indian Head, (southeast of N Patterson Rd/N Jackson Rd intersection)","Indian Head,MD,20640","Charles","State_federal SWM","08/12/2020","19-SF-0217",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"483",159685,"CL DPW-Hollingsworth Road Bridge","Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050","Finksburg,MD,21136","Carroll","Waterway Construction","08/20/2020","19-NT-3027",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"484",159685,"CL DPW-Hollingsworth Road Bridge","Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050","Finksburg,MD,21136","Carroll","Nontidal Wetlands","08/20/2020","19-NT-3027",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"485",146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.","Saint Charles,MD,20695","Charles","Waterway Construction","08/27/2020","16-NT-0331",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"486",146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.","Saint Charles,MD,20695","Charles","Nontidal Wetlands","08/27/2020","16-NT-0331",NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"487",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","State_federal SWM","09/09/2020","17-SF-0024",NA,NA,NA,"Active","Additional Investigation Required","Additional Investigation Required","N",NA,NA
"488",159685,"CL DPW-Hollingsworth Road Bridge","Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050","Finksburg,MD,21136","Carroll","Waterway Construction","09/11/2020","19-NT-3027",NA,NA,NA,"Complete","Satisfactory/Compliance","Additional Investigation Required","N",NA,NA
"489",159685,"CL DPW-Hollingsworth Road Bridge","Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050","Finksburg,MD,21136","Carroll","Nontidal Wetlands","09/11/2020","19-NT-3027",NA,NA,NA,"Complete","Satisfactory/Compliance","Additional Investigation Required","N",NA,NA
"490",146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.","Saint Charles,MD,20695","Charles","NPDES Construction Activity","09/16/2020","16-NT-0331","MDRCI",NA,NA,"Active","Noncompliance","Additional Investigation Required","N",NA,NA
"491",146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.","Saint Charles,MD,20695","Charles","Nontidal Wetlands","09/16/2020","16-NT-0331","MDRCI",NA,NA,"Active","Noncompliance","Additional Investigation Required","N",NA,NA
"492",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","09/17/2020","15-SF-0289","MDRCQF05D",NA,NA,"Active - No work today","Compliance Assistance Rendered","Continue Routine Inspection","N",NA,NA
"493",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","09/17/2020","15-SF-0289","MDRCQF05D",NA,NA,"Active - No work today","Compliance Assistance Rendered","Continue Routine Inspection","N",NA,NA
"494",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","Nontidal Wetlands","09/23/2020","17-NT-0434","MDRCNS0LA",NA,NA,"Active - No work today","Noncompliance","Continue Routine Inspection","N",NA,NA
"495",157126,"MTA/Dorsey MARC Station SWM Repair and Retrofit","Dorsey Station Dr, Small SWM pond located at Dorsey MARC Station between MD 100 and Dorsey Station Dr","Elkridge,MD,21075","Howard","NPDES Construction Activity","09/23/2020","17-NT-0434","MDRCNS0LA",NA,NA,"Active - No work today","Noncompliance","Continue Routine Inspection","N",NA,NA
"496",159685,"CL DPW-Hollingsworth Road Bridge","Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050","Finksburg,MD,21136","Carroll","Nontidal Wetlands","10/01/2020","19-NT-3027",NA,NA,NA,"Complete","Satisfactory/Compliance","Additional Investigation Required","N",NA,NA
"497",159685,"CL DPW-Hollingsworth Road Bridge","Hollingsworth Road Bridge over unnamed tributary to the North Branch of Patapsco, 39.496526, -76.8701050","Finksburg,MD,21136","Carroll","Waterway Construction","10/01/2020","19-NT-3027",NA,NA,NA,"Complete","Satisfactory/Compliance","Additional Investigation Required","N",NA,NA
"498",146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.","Saint Charles,MD,20695","Charles","Nontidal Wetlands","10/06/2020","16-NT-0331",NA,"21-2164",NA,"Active","Noncompliance","Additional Investigation Required","N",NA,NA
"499",169919,"3205 Lewis Place LLC","Tax Map 13, Parcel 156 and Tax Map 6, Parcel 49, North side of Billingsley Road, west of Mattawoman Creek bridge","Bryans Road,MD,20616","Charles","Sediment_Erosion","10/06/2020",NA,NA,"21-2166",NA,"Active - No work today","Satisfactory/Compliance","Close File","N",NA,NA
"500",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","10/20/2020","15-SF-0289","MDRCQF05D",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"501",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","10/20/2020","15-SF-0289","MDRCQF05D",NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"502",157268,"NIBC Hazardous Materials Storage","First area is located NW of the intersection of Campus Dr and Veterans Dr, Second Area is located on either side of Beasley Dr between Miller Dr and Hamilton St","Fort Detrick,MD,20875","Frederick","State_federal SWM","10/21/2020","17-SF-0024",NA,NA,NA,"Active","Noncompliance","Continue Routine Inspection","N",NA,NA
"503",158488,"MDTA-Contract No MR-3007-I 895A Harbor Tunnel Thruway Spur","I-895 Harbor Tunnel Thruway Spur from I-97 NB south of I-895 toll road; North of 695 W exit to 97 S, 39.204536, -76.628276","Glen Burnie,MD,21225","Anne Arundel","State_federal SWM","10/29/2020","17-NT-0477,18-SF-0155",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"504",158488,"MDTA-Contract No MR-3007-I 895A Harbor Tunnel Thruway Spur","I-895 Harbor Tunnel Thruway Spur from I-97 NB south of I-895 toll road; North of 695 W exit to 97 S, 39.204536, -76.628276","Glen Burnie,MD,21225","Anne Arundel","Waterway Construction","10/29/2020","17-NT-0477,18-SF-0155",NA,NA,NA,"Active - No work today","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"505",9097,"Turf Valley Country Club","NE Corner of intersection at Marriottsville Rd and MD 40, Resort Road Right of Way across fom Albeth Rd","Ellicott City,MD,21042","Howard","NPDES Construction Activity","11/09/2020",NA,"MDRCN04MI",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"506",9097,"Turf Valley Country Club","NE Corner of intersection at Marriottsville Rd and MD 40, Resort Road Right of Way across fom Albeth Rd","Ellicott City,MD,21042","Howard","Sediment_Erosion","11/09/2020",NA,"MDRCN04MI",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"507",9097,"Turf Valley Country Club","NE Corner of intersection at Marriottsville Rd and MD 40, Resort Road Right of Way across fom Albeth Rd","Ellicott City,MD,21042","Howard","NPDES Construction Activity","11/12/2020",NA,"MDRCN0071, MDRCN0437, MDRCN04XN",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"508",9097,"Turf Valley Country Club","NE Corner of intersection at Marriottsville Rd and MD 40, Resort Road Right of Way across fom Albeth Rd","Ellicott City,MD,21042","Howard","NPDES Construction Activity","11/17/2020",NA,"MDRCN04XJ, MDRCN057T",NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"509",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","State_federal SWM","12/03/2020",NA,NA,NA,NA,"Complete","UNKNOWN",NA,"N",NA,NA
"510",148171,"NASA Goddard - Water Tower Revelopment Project","Bldg 16 & 86 on NASA Goddard Space Flight Center Campus, at the intersection of Tiros and Hubble Rds, 38.996834,-76.847224","Greenbelt,MD,20771","Prince George's","NPDES Construction Activity","12/03/2020",NA,NA,NA,NA,"Complete","UNKNOWN",NA,"N",NA,NA
"511",146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.","Saint Charles,MD,20695","Charles","Waterway Construction","12/04/2020",NA,NA,NA,NA,"Active","UNKNOWN",NA,"N",NA,NA
"512",146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.","Saint Charles,MD,20695","Charles","Nontidal Wetlands","12/04/2020",NA,NA,NA,NA,"Active","UNKNOWN",NA,"N",NA,NA
"513",164321,"Tanyard Cove South Holdings, LLC","Marley Neck Blvd , intersection Oak Creek Dr and Marley Neck Blvd. Outfall extends from intersection NW to Tanyard Cove, 39.1750 -76.5709","Glen Burnie,MD,21060","Anne Arundel","NPDES Construction Activity","12/04/2020",NA,NA,"21-2231",NA,"Active","UNKNOWN","Continue Routine Inspection","N",NA,NA
"514",164321,"Tanyard Cove South Holdings, LLC","Marley Neck Blvd , intersection Oak Creek Dr and Marley Neck Blvd. Outfall extends from intersection NW to Tanyard Cove, 39.1750 -76.5709","Glen Burnie,MD,21060","Anne Arundel","NPDES Construction Activity","12/04/2020",NA,NA,"21-2228",NA,"Active","UNKNOWN","Continue Routine Inspection","N",NA,NA
"515",146108,"St. Charles Community, LLC","St. Charles Parkway, South along US-301. Turn Left onto Billingsley Road for 1.4 miles, Turn right onto St. Charles Prky, Site is on your left in 1.8 miles.","Saint Charles,MD,20695","Charles","Nontidal Wetlands","12/21/2020",NA,NA,NA,NA,"Active","UNKNOWN","Continue Routine Inspection","N",NA,NA
"516",9097,"Turf Valley Country Club","NE Corner of intersection at Marriottsville Rd and MD 40, Resort Road Right of Way across fom Albeth Rd","Ellicott City,MD,21042","Howard","Waterway Construction","01/05/2021",NA,NA,NA,NA,"Active - No work today","Additional Investigation Required","Additional Investigation Required","N",NA,NA
"517",167026,"2020 R&R Water Line Replacement - East Perimeter Road","38.8017, -76.8564, Joint Base Andrews, (along E Perimeter Rd, north of intersection with Leroys Lane)","Joint Base Andrews,MD,20762","Prince George's","NPDES Construction Activity","01/14/2021",NA,NA,NA,NA,"Active - No work today","UNKNOWN","Continue Routine Inspection","N",NA,NA
"518",167026,"2020 R&R Water Line Replacement - East Perimeter Road","38.8017, -76.8564, Joint Base Andrews, (along E Perimeter Rd, north of intersection with Leroys Lane)","Joint Base Andrews,MD,20762","Prince George's","State_federal SWM","01/14/2021",NA,NA,NA,NA,"Active - No work today","UNKNOWN","Continue Routine Inspection","N",NA,NA
"519",156318,"Washington Gas and Light-PG County and District of Columbia Line","various locations, From US 301and Frank Tippett Rd in Brandywine, MD to Brightseat Rd off I-95 in Landover, MD","Brandywine,MD,20613","Prince George's","Nontidal Wetlands","01/15/2021",NA,NA,NA,NA,"Inactive","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
"520",166053,"Building 457 and 458 Office Trailer Replacement","39.4328, -77.431, National Cancer Institute-Bldgs 457 & 458, (SW of Ware Dr and Wood St intersection)","Frederick,MD,21702","Frederick","State_federal SWM","01/20/2021",NA,NA,NA,NA,"Active","Satisfactory/Compliance","Continue Routine Inspection","N",NA,NA
