"","Site.No","Site.Name","Street.Address","County","City..State.Zip","Type"
"9215",170556,"Geyer Properties LLC, Lot 2 Ridgeville Blvd 16-87","Ridgeville Rd, East (East End)","Carroll","Mount Airy,MD,21771","Compliance"
"9216",80283,"Trappe East Holding Business Trust","4313 Ocean Gateway","Talbot","Trappe,MD,21673","Compliance"
"9217",170609,"PAF 21-3042/Culvert and Wetland Filling","13759 Travilah Road","Montgomery","Rockville,MD,20850","Compliance"
"9218",20341,"Sazerac Distillers LLC, D/B/A","2200 Monumental Road","Baltimore","Baltimore,MD,21227","Compliance"
"9219",170616,"RGR & Sons Trucking","N of 10609 Woodsboro Pike","Frederick","Woodsboro,MD,21798","Compliance"
"9220",85105,"Ruff, James/culvert","2418 Thomas Run Rd","Harford","Bel Air,MD,21015","Compliance"
"9221",22202,"Captain's Quarters For Pets","175 Deaver Rd","Cecil","Elkton,MD,21921","Compliance"
"9222",34300,"Ellicott Equipment and Hardware","8338 Elliott Rd","Talbot","Easton,MD,21601","Compliance"
"9223",170575,"Bonnie Branch Stream","Ilchester Road Cross","Howard","Ellicott City,MD,21043","Compliance"
"9224",170610,"Illicit dumping of chlorinated water along Mount A","3808 Mt. Airy Road","Carroll","Mount Airy,MD,21771","Compliance"
"9225",170766,"Paradise Valley Road PAF","Paradise Valley Road, near Temple Drive, Across from new, large building site by the C&O Canal","Washington","Williamsport,MD,21795","Compliance"
"9226",170619,"Mayo Investments LLC / Hyatt Commertial","827 Central Ave.","Anne Arundel","Edgewater,MD,21037","Compliance"
"9227",168165,"Chesapeake Utilities - Somerset Co Exp","Eden Allen Rd and Merser Rd","Somerset","Eden,MD,21822","Compliance"
"9228",161716,"Stream Restoration Plan for Pine Hill Run","38.3, -76.4, Pine Hill Run","St. Mary's","Lexington Park,MD,20653","Compliance"
"9229",170640,"Petroleum Marketing Group","Old National Pike, Linganore Town center Lot C3","Frederick","New Market,MD,21774","Compliance"
"9230",7349,"Houff Transfer, Inc.","2720 Annapolis Road","Baltimore City","Baltimore,MD,21230","Compliance"
"9231",163624,"Serenity Farm","400 Serenity Lane, 400 Serenity Lane","Queen Anne's","Chester,MD,21619","Compliance"
"9232",163738,"Dominion Energy Pipeline TL-522 & TL-532","From Cove Point Rd, Lusby Waterfield ct. to Huntigtown 20639","Calvert","Lusby,MD,20657","Compliance"
"9233",168147,"MARC RIVERSIDE HEAVY MAINTENANCE FACILITY","39.2681, -76.6019, (NW of Key Hwy/E McComas St intersection)","Baltimore City","Baltimore City,MD,21230","Compliance"
"9234",6783,"Bainbridge Development Corp","748 Jacob Tome Memorial Hwy","Cecil","Port Deposit,MD,21904","Compliance"
"9235",170106,"USSS Tactical Tower Replacement","39.0389, -76.8332, (SW of N Perimeter Rd/13th St intersection)","Not Yet Determined","Laurel,MD,20708","Compliance"
"9236",160980,"Dundalk Marine Terminal Reconstruction of Berths 1-3","39.2533, -76.5359","Baltimore City","Baltimore City,MD,21222","Compliance"
"9237",169004,"MO DOT - Turkey Branch Pkwy","12900 Turkey Branch Pkwy","Montgomery","Rockville,MD,20853","Compliance"
"9238",169191,"AL DPW - Brodie Rd","Appx 15570 Brodie Rd","Allegany","Lonaconing,MD,21539","Compliance"
"9239",170712,"Reserve at Parsons Lake","Parsons Lake Drive","Wicomico","Salisbury,MD,21801","Compliance"
"9240",170714,"Heiston Property - 6996 S Flint Hill Rd","6996 S Flint Hill Rd","Calvert","Owings,MD,20736","Compliance"
"9241",164292,"Bohemia River State Park Entrance Access to SHA-MD 213","3864 Augustine Herman Hwy, 39.468892 -75.848961","Cecil","Chesapeake City,MD,21915","Compliance"
"9242",170662,"Kristine K. Tushaus & Harold F. Morse Jr.","4902 Lee Blvd","Anne Arundel","Shady Side,MD,20764","Compliance"
"9243",170687,"Willows at Berlin","312 Maple Ave","Worcester","Berlin,MD,21811","Compliance"
"9244",170748,"Braddock Construction Coal Blending Yard","Rte 936 South, near Cabin Run Road","Allegany","Frostburg,MD,21532","Compliance"
"9245",170835,"Montgomery Rd, 4934","4934 Montgomery Road","Howard","Ellicott City,MD,21043","Compliance"
"9246",164795,"Robert Craft","Romancoke Rd, Parcel 113","Queen Anne's","Stevensville,MD,21666","Compliance"
"9247",170836,"Guilford Rd, 10408","10408 Guilford Road","Howard","Jessup,MD,20794","Compliance"
"9248",170588,"Allsafe Self Storage LLC - Country Club Road","Country Club Road","Allegany","Cumberland,MD,21502","Compliance"
"9249",155969,"The Cedars Extended Lot R","8218 Lincoln Dr","Howard","Jessup,MD,20794","Compliance"
"9250",167153,"Town of Mt Airy - East West Park","1115 Prospect Rd","Frederick","Mount Airy,MD,21771","Compliance"
"9251",156282,"HO DPW-Patapsco River Debris Recovery","27 Frederick Rd","Howard","Ellicott City,MD,21043","Compliance"
"9252",127149,"Town of Boonsboro - Crestview Sewer Pump Station","431 Potomac St","Washington","Boonsboro,MD,21713","Compliance"
"9253",160306,"HO DPW-Our Lady's Center-Sucker Branch Trib Emergency Bank Stabilization","3301 Rogers Ave","Howard","Ellicott City,MD,21043","Compliance"
"9254",153969,"Orchard Development Corp-Tobys Dinner Theater","5900 Symphony Woods Rd","Howard","Columbia,MD,21044","Compliance"
"9255",140044,"PG DPW and T-Owens Road","Owens Road/Kennebec Street intersect to MD 210 at Southern Avenue","Prince George's","Oxon Hill,MD,20745","Compliance"
"9256",170664,"Dollar General Elkton","2530 Singerly Rd","Cecil","Elkton,MD,21921","Compliance"
"9257",170717,"Stuckey Landscaping","9719 Philadelphia Road, , 9813 Philadelphia Rd, 9701 Philadelphia Rd","Baltimore","Baltimore,MD,21237","Compliance"
"9258",6896,"Peabody Heights Brewery","401 E 30th St","Baltimore City","Baltimore,MD,21218","Compliance"
"9259",167793,"City of Taneytown - Trevanion Terrace","Access btw 527 and 521 Trevanion Terr","Carroll","Taneytown,MD,21787","Compliance"
"9260",155371,"Pond at Homewood Farm","Lot 5, Homewood Farm Homewood Rd","Howard","Ellicott City,MD,21042","Compliance"
"9261",136439,"FR DPW - Middletown Park","7628 Coblentz Road","Frederick","Middletown,MD,21769","Compliance"
"9262",167696,"HO DPW - Emergency Recovery Area","Behind 8069-8125 Main St","Howard","Ellicott City,MD,21043","Compliance"
"9263",151819,"Howard County Office Campus","Rogers Ave","Howard","Ellicott City,MD,21043","Compliance"
"9264",9485,"Wilde Lake Middle School","10481 Cross Fox Lane","Howard","Columbia,MD,21044","Compliance"
"9265",163623,"FR DPW - Bridge F15-11 over Owens Creek","Hoovers Mill Rd","Frederick","Rocky Ridge,MD,21778","Compliance"
"9266",170584,"Cumberland Gateway","Emily Street to Williams Street and Maryland Avenue to Park Street","Allegany","Cumberland,MD,21502","Compliance"
"9267",9249,"Atholton High School","6520 Freetown Rd","Howard","Columbia,MD,21044","Compliance"
"9268",17895,"Patuxent Valley Middle School","9151 Vollmerhausen Road","Howard","Jessup,MD,20794","Compliance"
"9269",169572,"Columbia Gas of Maryland - Decatur Street Gas Line","Decatur Street and connecting streets between Frederick Street and Baltimore Avenue","Allegany","Cumberland,MD,21502","Compliance"
"9270",106304,"Oak Ridge Baptist Church/swm Pond And","361 Tilghman Road","Wicomico","Salisbury,MD,21804","Compliance"
"9271",170606,"Anne Arundel County Fire Training Academy","415 Maxwell Frye Rd","Anne Arundel","Millersville,MD,21108","Compliance"
"9272",169345,"Lindsley Williams and Linda Dodd-Major","2007 Lake Shore Dr","Garrett","Oakland,MD,21550","Compliance"
"9273",168654,"Greens of Westminster","Wampler Court","Carroll","Westminster,MD,21158","Compliance"
"9274",167446,"202 R&R Water - West Perimeter Road","38.8026, -76.8985, (north of W Perimeter Rd/Atlanta Ave intersection)","Prince George's","Joint Base Andrews,MD,20762","Compliance"
"9275",169403,"Columbia Gas of MD","Baughman St","Allegany","Westernport,MD,21562","Compliance"
"9276",18624,"Corman Construction, Inc","12001 Guilford Road","Anne Arundel","Annapolis Junction,MD,20701","Compliance"
"9277",162042,"Denizens Brewing Co.","4550 Van Buren St","Prince George's","Riverdale,MD,20737","Compliance"
"9278",170863,"6 Twinleaf Ct","6 Twinleaf Ct","Baltimore","Cockeysville,MD,21030","Compliance"
"9279",170582,"Fenwick Property - 10570 Old Sycamore Road","10570 Old Sycamore Rd","Charles","Charlotte Hall,MD,20622","Compliance"
"9280",170841,"5000 Hawthorne Rd","5000 Hawthorne Rd","Charles","Indian Head,MD,20640","Compliance"
"9281",2374,"Metal Finishing Inc/Masters Wood Shop","743 Bowman Ave","Washington","Hagerstown,MD,21740","Compliance"
"9282",155499,"HO DPW-Ducketts Lane","Ducketts Lane","Howard","Elkridge,MD,21078","Compliance"
"9283",161622,"Columbia Association-UT Patuxent","Between Midsummer Ln and William Tell Ln, 39.222896, -76.869213","Howard","Columbia,MD,21044","Compliance"
"9284",170893,"8635 Lowell Rd","8635 Lowell Rd","Charles","Pomfret,MD,20675","Compliance"
"9285",170948,"Latonia Lewis PAF 21-3052",NA,"Not Yet Determined",NA,"Compliance"
"9286",168670,"Central Maryland Correctional Facility Gravity Sewer Line Installation","39.3717, -76.9546, (NE of Raincliffe Rd/Buttercup Rd intersection)","Carroll","Sykesville,MD,21784","Compliance"
"9287",78520,"Kelly's Tree and Lawn Service, Inc - Doris Dr","1021 Doris Drive","Calvert","Owings,MD,20736","Compliance"
"9288",170922,"J B D Associates LLC Property - Lot 1A Wakefield V","Wakefield Rd, Lot 1A, W. of 2800 Strawbridge Ln","Carroll","New Windsor,MD,21776","Compliance"
"9289",167725,"HO Public Schools - High School #13","8717 Mission Rd","Howard","Jessup,MD,20794","Compliance"
"9290",147825,"Amazon.com Services LLC - BWI2","2010 Broening Hwy","Baltimore City","Baltimore,MD,21224","Compliance"
"9291",170946,"PAF 21-1094 - Kellen Drive","Kellen Drive, end of the road","Washington","Hagerstown,MD,21740","Compliance"
"9292",170930,"PAF 21-1054 - Boiling Spring Road","2588 Boiling Spring Road","Garrett","Deer Park,MD,21550","Compliance"
"9293",164797,"Town of Luke, Pratt Street Gravity Sewer Replacement","along Pratt St (MD 135), w/ portions on Grant St, Cromwell St, Lee St & Fairview St","Allegany","Luke,MD,21540","Compliance"
"9294",162653,"Building 1072 Drainage Improvements","39.4381, -77.4365, Ft Detrick, Building 1072, (west of Boyles St)","Frederick","Fort Detrick,MD,21702","Compliance"
"9295",170929,"PAF 21-1074 - New Shawnee Road","22601 New Shawnee Road","Allegany","Westernport,MD,21562","Compliance"
"9296",80318,"Stephen Lewis","Lot 35 Blk 12 Bay Shore Acres","Worcester","West Ocean City,MD,21842","Compliance"
"9297",100503,"George Berrue","12420 MEADOW DR","Worcester","Berlin,MD,21811","Compliance"
"9298",170077,"420 Bluewater Ct, Ocean Pines, MD 21811","420 Bluewater Ct","Worcester","Berlin,MD,21811","Compliance"
"9299",163534,"CC DMCF +60 Dike Raising and Expansion","39.1976 -76.5344, (east of Kembo Rd)","Anne Arundel","Curtis Bay,MD,21226","Compliance"
"9300",154305,"Largo Hotel LLC","9100 Basil Court","Prince George's","Largo,MD,20774","Compliance"
"9301",170562,"LaVale Library","815 National Highway","Allegany","LaVale,MD,21502","Compliance"
"9302",1802,"Smithsonian Environmental Research Center","647 Contees Wharf Road","Anne Arundel","Edgewater,MD,21037","Compliance"
"9303",170995,"Marshall's Nursery - Pemberton Dr",NA,"Not Yet Determined",NA,"Compliance"
"9304",166477,"CL County Bureau of Utilities - Hampstead North Sewage Pump Station","1700 Blk, N Main St, 39.620086, -76.860440","Carroll","Hampstead,MD,21074","Compliance"
"9305",170968,"PAF 21-1065 - Oakland Sang Run Road","Oakland Sang Run Road, near Swallow Falls Road on the way to the State Park","Garrett","Oakland,MD,21550","Compliance"
"9306",171021,"Clairborne Rd PAF",NA,"Not Yet Determined",NA,"Compliance"
"9307",141336,"OIC LLC-Oldtown Bridge","Green Spring Valley Road","Allegany","Oldtown,MD,21740","Compliance"
"9308",170682,"Stoney Acres","Biggs Hwy","Cecil","North East,MD,21901","Compliance"
"9309",170818,"Middletown Reservoir Raw Water Storage Tank and Booster Suction Main","along Hollow Road between I-70 and US-40A","Frederick","Middletown,MD,21769","Compliance"
"9310",2286,"WILLETT, M S INC","220 Cockeysville Rd","Baltimore","Cockeysville,MD,21030","Compliance"
"9311",140493,"City of Hagerstown-Hamilton Run and Pangborn Park Lake","Pangborn Blvd","Washington","Hagerstown,MD,21740","Compliance"
"9312",166626,"ShoreRivers Inc","30 Edgar Price Rd, 39.3853583 -75.7920583","Cecil","Warwick,MD,21912","Compliance"
"9313",164755,"Cheltenham Collection System Rehabilitation","38.736, -76.8405, (west of Surratts Rd/Frank Tippett Rd intersection)","Prince George's","Cheltenham,MD,20623","Compliance"
"9314",163830,"Chesapeake Wood Products Spicer Mitigation Site","Hip Rood Road","Dorchester","Church Creek,MD","Compliance"
"9315",171004,"7986 Jackson Mountain","7986 Jackson Mountain Rd","Frederick","Frederick,MD,21702","Compliance"
"9316",168525,"Chancellors Run Park Turf Project","21903 Chancellors Run Road","St. Mary's","Lexington Park,MD,20653","Compliance"
"9317",168216,"Chaptico Park Turf","26600 Budds Creek Road","St. Mary's","Mechanicsville,MD,20659","Compliance"
"9318",168217,"John G. Lancaster Park Turf","21550 Willows Road","St. Mary's","Lexington Park,MD","Compliance"
"9319",166762,"St Charles Community LLC - Pumping Station 8","Appx 4000' S of St Charles Pkwy, and 5400' E of Radio Station Rd","Charles","Saint Charles,MD,20695","Compliance"
"9320",171067,"10506 Gas House Pike","Ryan Warfield, 10506 Gas House Pike","Frederick","New Market,MD,21774","Compliance"
"9321",165986,"Heritage Land Development - Daisy Rd","Near 1430 Daisy Rd","Howard","Woodbine,MD,21797","Compliance"
"9322",139248,"Town of Middletown-Cone Branch Trail","7413 Holter Road","Frederick","Middletown,MD,21769","Compliance"
"9323",171058,"Jaramillo Masonry",NA,"Not Yet Determined",NA,"Compliance"
"9324",171033,"PAF 21-1099 - Potomac near W. Piedmont area in Key","Potomac near W. Piedmont area in Keyser","Allegany","McCoole,MD,21562","Compliance"
"9325",170900,"Riverside Corporate Park Lot 257","Situated on Broadband Way, Progress Drive and Monocacy Boulevard","Frederick","Frederick,MD,21701","Compliance"
"9326",152076,"Samuels Grant","6532 Montgomery Rd","Howard","Elkridge,MD,21075","Compliance"
"9327",65571,"M/I Homes of DC LLC - Balmoral Subdivision","Governors Park Lane","Prince George's","Upper Marlboro,MD,20772","Compliance"
"9328",152592,"Elementary School #42","7030 Banbury Dr","Anne Arundel","Hanover,MD,21076","Compliance"
"9329",156945,"Legacy at Ellicotts Retreat","North Ridge Road","Howard","Ellicott City,MD,21043","Compliance"
"9330",169539,"Rutter's at Riverside","1730 Monocacy Blvd","Frederick","Frederick,MD,21701","Compliance"
"9331",164634,"Electrification Modifications for New Hanson Interlocking","38.93, -76.89, (northeast of Landover Metro Station)","Prince George's","Landover,MD,20785","Compliance"
"9332",171049,"1920 Park Avenue","1920 Park Ave","Not Yet Determined","Baltimore,MD,21217","Compliance"
"9333",169521,"Back Road Repair","Back Road at Stream Crossing","Washington","Sharpsburg,MD,21782","Compliance"
"9334",22099,"Towers Concrete Products, Inc.","26425 Hobbs Road","Caroline","Denton,MD,21629","Compliance"
"9335",167388,"Coal Yard/Lagoons Removal- Building Demo and Area Restoration","38.5862, -77.1723, (SE of Hersey Rd/Two Lagoons Dr intersection)","Charles","Indian Head,MD,20640","Compliance"
"9336",158964,"Keyser's Ridge Water Storage Tank","east side of Stockyard Road, .3 mi NE of US 219 intersection","Garrett","Accident,MD,21502","Compliance"
"9337",167023,"Phase 2 Soccer Field Improvements","39.3888, -76.6182, Towson University, (west of Auburn Dr)","Baltimore","Towson,MD,21252","Compliance"
"9338",154184,"BGE-Key Crossing","Key Bridge between Hawkins Pt and Sollers Pt","Baltimore City","Baltimore,MD,21201","Compliance"
"9339",166276,"Columbia Gas of MD - Mount Savage","Northward from New School Rd to PA/MD Line","Allegany","Mount Savage,MD,21545","Compliance"
"9340",164903,"Rogers Drive Extension","Rogers Dr, At the Intersec of Willows Rd and Rennell Pk","St. Mary's","Lexington Park,MD,20653","Compliance"
"9341",171097,"802A Glass Ave","802A Glass Ave","Baltimore","Essex,MD,21221","Compliance"
"9342",171104,"5561 Plantation Lane Salisbury PAF",NA,"Not Yet Determined",NA,"Compliance"
"9343",166763,"Mountain View Animal Emergency","13810 Crayton Blvd.","Washington","Hagerstown,MD,21742","Compliance"
"9344",171098,"AutoZone Store #6477 (Oxon Hill)","6240 Oxon Hill Road","Prince George's","Oxon Hill,MD,20745","Compliance"
"9345",168243,"Town of Templeville","16270 Crown Stone Rd","Caroline","Marydel,MD,21649","Compliance"
"9346",170652,"Mark Jankowski","103 Oella","Baltimore","Catonsville,MD,21228","Compliance"
"9347",171115,"Thomas Bonsby","311 Fairview Drive","Queen Anne's","Chestertown,MD,21620","Compliance"
"9348",136661,"CSX Transportation Inc-Bridge No BA 172.70, Mexico Farms","Pittsburgh Plate Glass Road SE","Allegany","Cumberland,MD,21502","Compliance"
"9349",18299,"Bohemia Manor High School WWTP","2757 Augustine Herman Hwy","Cecil","Chesapeake City,MD,21915","Enforcement"
"9350",21790,"Beechwood Coal, LLC- Klondike Mine","Hersick Road & Klondike Rd, 2 Miles West of Woodland","Garrett","Midlothian,MD,21543","Enforcement"
"9351",21818,"G & S Coal Company - Pee Wee Hill Mine","Pee Wee Hill Rd, 1.3 Miles Ne Of Kitzmiller","Garrett","Kitzmiller,MD,21538","Enforcement"
"9352",21819,"G & S Coal - Wildman Mine","4 Miles NE of Swanton off Rte 135, 15500 Block Maryland Hwy","Garrett","Swanton,MD,21561","Enforcement"
"9353",22946,"Mill Bottom WWTP","4774 Bill Moxley Rd","Frederick","Mount Airy,MD,21771","Enforcement"
"9354",23650,"Rising Sun WWTP","2500 Conowingo Road","Cecil","Rising Sun,MD,21911","Enforcement"
"9355",23861,"Cobra Mining - Watertank Road","Watertank Road","Allegany","Barton,MD,21521","Enforcement"
"9356",31815,"City of Cambridge Combined Sewer Overflows","Cambridge & Vicinity","Dorchester","Cambridge,MD,21613","Enforcement"
"9357",63836,"Michael L. Grady","Harwood Drive, Summit Subdivision","Allegany","Frostburg,MD,21532","Enforcement"
"9358",63912,"JTM Inc./Stoltzfus Pit","28165 Briscoe Anderson Ln","St. Mary's","Mechanicsville,MD,20659","Enforcement"
